type	id	parent	name	durationYears
U	U672		Escuela Universitaria de Teología	-
U	U64		Instituto Tecnológico de Buenos Aires	-
U	U922		Instituto Universitario CEMIC	-
U	U2302		Instituto Universitario Escuela Argentina de Negocios	-
U	U924		Instituto Universitario Escuela Superior de Economía y Administración de Empresas	-
U	U2113		Instituto Universitario Italiano de Rosario	-
U	U3153		Instituto Universitario Patagónico de las Artes	-
U	U2855		Instituto Universitario River Plate	-
U	U2854		Instituto Universitario de Ciencias Biomédicas de Córdoba	-
U	U103		Instituto Universitario de Ciencias de la Salud de la Fundación Barceló	-
U	U2479		Instituto Universitario de Gendarmería Nacional	-
U	U4192		Instituto Universitario de Seguridad	-
U	U2157		Instituto Universitario de Seguridad Marítima	-
U	U59		Instituto Universitario de la Policía Federal Argentina	-
U	U4067		Instituto Universitario para el Desarrollo Productivo y Tecnológico Empresarial de la Argentina	-
U	U32		Pontificia Universidad Católica Argentina Santa María de los Buenos Aires	-
U	U740		Universidad Abierta Interamericana	-
U	U92		Universidad Adventista del Plata	-
U	U66		Universidad Argentina John F. Kennedy	-
U	U65		Universidad Argentina de la Empresa	-
U	U107		Universidad Atlántida Argentina	-
U	U93		Universidad Austral	-
U	U2117		Universidad Autónoma de Entre Ríos	-
U	U99		Universidad Blas Pascal	-
U	U62		Universidad CAECE	-
U	U68		Universidad Católica de Cuyo	-
U	U67		Universidad Católica de Córdoba	-
U	U69		Universidad Católica de La Plata	-
U	U70		Universidad Católica de Salta	-
U	U71		Universidad Católica de Santa Fe	-
U	U72		Universidad Católica de Santiago del Estero	-
U	U2852		Universidad Católica de las Misiones	-
U	U94		Universidad Champagnat	-
U	U113		Universidad Empresarial Siglo 21	-
U	U102		Universidad Favaloro	-
U	U923		Universidad Gastón Dachary	-
U	U4301		Universidad Hospital Italiano de Buenos Aires	-
U	U925		Universidad ISALUD	-
U	U82		Universidad Juan Agustín Maza	-
U	U98		Universidad Maimónides	-
U	U2853		Universidad Metropolitana para la Educación y el Trabajo	-
U	U2624		Universidad Nacional Arturo Jauretche	-
U	U3517		Universidad Nacional Guillermo Brown	-
U	U2634		Universidad Nacional José C. Paz	-
U	U4188		Universidad Nacional Madres de Plaza de Mayo	-
U	U3180		Universidad Nacional Raúl Scalabrini Ortiz	-
U	U2625		Universidad Nacional de Avellaneda	-
U	U34		Universidad Nacional de Catamarca	-
U	U2160		Universidad Nacional de Chilecito	-
U	U38		Universidad Nacional de Cuyo	-
U	U37		Universidad Nacional de Córdoba	-
U	U39		Universidad Nacional de Entre Ríos	-
U	U85		Universidad Nacional de Formosa	-
U	U87		Universidad Nacional de General Sarmiento	-
U	U2997		Universidad Nacional de Hurlingham	-
U	U40		Universidad Nacional de Jujuy	-
U	U86		Universidad Nacional de La Matanza	-
U	U41		Universidad Nacional de La Pampa	-
U	U43		Universidad Nacional de La Plata	-
U	U61		Universidad Nacional de La Rioja	-
U	U697		Universidad Nacional de Lanús	-
U	U45		Universidad Nacional de Lomas de Zamora	-
U	U46		Universidad Nacional de Luján	-
U	U47		Universidad Nacional de Mar del Plata	-
U	U48		Universidad Nacional de Misiones	-
U	U2626		Universidad Nacional de Moreno	-
U	U84		Universidad Nacional de Quilmes	-
U	U3124		Universidad Nacional de Rafaela	-
U	U51		Universidad Nacional de Rosario	-
U	U50		Universidad Nacional de Río Cuarto	-
U	U2459		Universidad Nacional de Río Negro	-
U	U52		Universidad Nacional de Salta	-
U	U3123		Universidad Nacional de San Antonio de Areco	-
U	U53		Universidad Nacional de San Juan	-
U	U54		Universidad Nacional de San Luis	-
U	U88		Universidad Nacional de San Martín	-
U	U55		Universidad Nacional de Santiago del Estero	-
U	U2633		Universidad Nacional de Tierra del Fuego, Antártida e Islas del Atlántico Sur	-
U	U698		Universidad Nacional de Tres de Febrero	-
U	U58		Universidad Nacional de Tucumán	-
U	U699		Universidad Nacional de Villa María	-
U	U2631		Universidad Nacional de Villa Mercedes	-
U	U89		Universidad Nacional de la Patagonia Austral	-
U	U42		Universidad Nacional de la Patagonia San Juan Bosco	-
U	U3101		Universidad Nacional de las Artes	-
U	U3134		Universidad Nacional de los Comechingones	-
U	U3236		Universidad Nacional del Alto Uruguay	-
U	U35		Universidad Nacional del Centro de la Provincia de Buenos Aires	-
U	U2510		Universidad Nacional del Chaco Austral	-
U	U36		Universidad Nacional del Comahue	-
U	U44		Universidad Nacional del Litoral	-
U	U49		Universidad Nacional del Nordeste	-
U	U2158		Universidad Nacional del Noroeste de la Provincia de Buenos Aires	-
U	U2632		Universidad Nacional del Oeste	-
U	U56		Universidad Nacional del Sur	-
U	U2900		Universidad Pedagógica Nacional	-
U	U3022		Universidad Provincial de Córdoba	-
U	U3148		Universidad Provincial de Ezeiza	-
U	U4141		Universidad Provincial de Laguna Blanca	-
U	U2899		Universidad Provincial del Sudoeste	-
U	U2901		Universidad Salesiana Argentina	-
U	U57		Universidad Tecnológica Nacional	-
U	U100		Universidad Torcuato Di Tella	-
U	U73		Universidad de Belgrano	-
U	U33		Universidad de Buenos Aires	-
U	U95		Universidad de Ciencias Empresariales y Sociales	-
U	U74		Universidad de Concepción del Uruguay	-
U	U112		Universidad de Congreso	-
U	U111		Universidad de Flores	-
U	U75		Universidad de Mendoza	-
U	U76		Universidad de Morón	-
U	U96		Universidad de Palermo	-
U	U97		Universidad de San Andrés	-
U	U2851		Universidad de San Isidro "Dr. Plácido Marín"	-
U	U2417		Universidad de San Pablo - T	-
U	U108		Universidad de la Cuenca del Plata	-
U	U3074		Universidad de la Defensa Nacional	-
U	U101		Universidad de la Fraternidad de Agrupaciones Santo Tomás de Aquino	-
U	U81		Universidad de la Marina Mercante	-
U	U77		Universidad del Aconcagua	-
U	U110		Universidad del CEMA	-
U	U104		Universidad del Centro Educativo Latinoamericano	-
U	U3575		Universidad del Chubut	-
U	U105		Universidad del Cine	-
U	U2523		Universidad del Este	-
U	U3981		Universidad del Gran Rosario	-
U	U78		Universidad del Museo Social Argentino	-
U	U79		Universidad del Norte Santo Tomás de Aquino	-
U	U80		Universidad del Salvador	-
F	F000e2d44520a2e86ac8026a0	U740	Facultad de Ciencias Económicas - Rosario	-
F	F0037a93948ed4b480930143b	U3101	Departamento de Artes del Movimiento	-
F	F00585d385f1a6d0d9c0666f4	U3074	Centro Regional Universitario Córdoba IUA	-
F	F00ac57372ca2c426a964b1df	U3022	Extensión Áulica - Cruz Alta de la Sede Regional Marcos Juárez - Bernardo Houssay	-
F	F00ba8ec443364070cef617b7	U87	Instituto de Ciencias	-
F	F01804fdb37ada6898c2e5d68	U740	Facultad de Ciencias Económicas	-
F	F018a58ec0217f82cb90e7953	U52	Facultad de Ciencias Exactas	-
F	F018c9ecf4af261d23ae738cf	U52	Facultad de Humanidades	-
F	F01d7ddfe280b281d0da2bcc6	U104	Instituto Wesley	-
F	F020606129081734edf6cf62d	U44	Facultad de Ingeniería Química	-
F	F0228eb770f77772d102f3a82	U740	Facultad de Arquitectura	-
F	F024d8d1ae24e5bab20aa3e2e	U2634	Departamento de Ciencias de la Salud y el Deporte	-
F	F0262e9c565d495c44bf69775	U49	Facultad de Derecho y Ciencias Sociales y Políticas - Extensión Áulica Bella Vista	-
F	F0272b47da9eae6ff0371410e	U33	Facultad de Ciencias Económicas	-
F	F0273d9408475a96a69856686	U84	Escuela Universitaria de Artes	-
F	F02a9396957c2dc1e5150af71	U3022	Sede Regional Deán Funes - Juan Bautista Alberdi	-
F	F02f9255a7ea2f91b5c976e46	U40	Extensión Aúlica San Pedro	-
F	F03216efcca7df2bc765a1182	U37	Facultad de Lenguas	-
F	F034c4b97783a120ad9a050ce	U51	Facultad de Ciencias Económicas y Estadística	-
F	F035e331c533f2cec51d6171f	U33	Fundación Sanatorio Güemes	-
F	F03bbe765537ab319e4186f12	U87	Instituto de Industria	-
F	F040defd5e01f4b8c993d705b	U740	Facultad de Motricidad Humana y Deportes	-
F	F0414d9a29cfe499eb1c2b359	U53	Escuela Universitaria de Ciencias de la Salud	-
F	F046ba5eca547f1e646b3401d	U76	Sede Central	-
F	F04fb254a2fa716b90bce925e	U79	Facultad de Economía y Administración	-
F	F0526333d86a75eec290d0d11	U68	Facultad de Ciencias Económicas y Empresariales - Sede San Luis	-
F	F0544f00f9ec84f1d37d2eb04	U2117	Facultad de Ciencias de la Gestión. Sede Crespo	-
F	F054ea0ef2cbc167be5e8b748	U2855	Departamento de Economia y Administracion del Deporte	-
F	F05a7428be739e7957ac6b28b	U79	Facultad de Ciencias de la Salud	-
F	F06511b1ba7f7b2e48d8d1e6d	U59	Escuela de Cadetes Comisario General Juan Ángel Pirker	-
F	F0659f9286d09afa3fa0c7648	U112	Villa Dolores	-
F	F06a679051f215dea582748bd	U41	Facultad de Ciencias de la Salud	-
F	F06b503c39819fc2296c214f8	U36	Centro Regional Universitario San Martín de los Andes	-
F	F06d79f125af41b5c5b92d9bb	U35	Facultad de Agronomía	-
F	F0723613e48f39011d18d4a80	U56	Sede Coronel Suarez	-
F	F07c6e806880ded39855d987f	U100	Escuela de Negocios	-
F	F0848a1d853e2621f30c825fd	U2117	Facultad de Ciencia y Tecnología. Sede Diamante	-
F	F08720774739b292f13f309b0	U33	Centro Universitario Regional partido de la Costa	-
F	F08b5af16b86b151e18460006	U2634	Departamento de Economía, Producción e Innovación Tecnológica	-
F	F093ebb7dd679aaf627345839	U38	Facultad de Filosofía y Letras	-
F	F0978976a65137e8e5a216f53	U2899	Sede Académica Punta Alta	-
F	F0982e2f37e1bb6ddd3229c76	U49	Facultad de Ingeniería	-
F	F09e17e2f3ed4ac58873dcd52	U86	Departamento de Ciencias de la Salud	-
F	F0a0773b9337bd4cb16c6b750	U95	UCES Olivos	-
F	F0a6513f155fce73f3196adbe	U69	Facultad de Ciencias de la Salud	-
F	F0ad6b1c5c496957db6c76a66	U33	Sede Drago "Leónidas Anastasi"	-
F	F0ad81d997c74cb3474ac39b1	U69	Facultad de Derecho y Ciencias Políticas	-
F	F0ade6672a9e9c9cdb2cae554	U34	Escuela de Arqueología	-
F	F0af6752b28417859094a084e	U2899	Subsede Académica Coronel Pringles	-
F	F0b147eac6f96a0ffdbf5c148	U57	Facultad Regional Paraná	-
F	F0b5a4fdffd3df0d6b77e50ac	U43	Facultad de Trabajo Social	-
F	F0bd5689434a854efabbe8991	U112	Facultad de Estudios Internacionales	-
F	F0bd7e18b86dcff7bf71b57eb	U47	Facultad de Ingeniería	-
F	F0bdd21c7fc7d7f5b0af1ea2f	U67	Facultad de Filosofía y Humanidades	-
F	F0bf3ba573b08edacca366b5b	U56	Sede Carhue	-
F	F0bfd2734295fa1fd8ab202b5	U54	Facultad de Ciencias Económicas, Jurídicas y Sociales	-
F	F0c1e34ed09263876607bd957	U58	Facultad de Derecho y Ciencias Sociales Convenio Bella Vista	-
F	F0d3e131d95803722ad76060d	U54	Facultad de Cs. Físico-Matemáticas y Naturales	-
F	F0d61e6db58ad392fcc1d1451	U58	Facultad de Medicina - Sede Salta	-
F	F0d7017bba15cf0ce05b63e9e	U33	Sede Ciudad Universitaria	-
F	F0da83525d0eaf3a1a3da0c2d	U56	Sede Monte Hermoso	-
F	F0dd910291b43eec68011b34a	U80	Facultad de Ciencias Sociales, Educación y Comunicación	-
F	F0e498518a87ea053cac81184	U2117	Facultad de Ciencia y Tecnología. Sede Santa Elena	-
F	F0e768390b9218f557084f4c6	U61	Sede Catuna	-
F	F0ea220c15cc1613def5e68f7	U42	Facultad de Humanidades y Ciencias Sociales - Sede Trelew	-
F	F0ead160fe60d8738acfbb793	U37	Facultad de Matemática, Astronomía, Física y Computación	-
F	F0ed32b26e4c8a8464aa5ea75	U58	Rectorado	-
F	F0f0fc0fb9ffcd032e42bfd91	U70	Facultad de Artes y Ciencias	-
F	F0f21007490f58c47b1afb116	U2113	Sede Rosario	-
F	F0f43785626248c147ddfbb1f	U33	Centro Universitario Regional Vicente López	-
F	F0f486cfd093aa3f0912644f4	U4301	Ciencias Aplicadas	-
F	F0f773ce2a272f93fecec7dab	U33	Facultad de Medicina	-
F	F0f77a2536449452e9c78ec19	U76	INSTITUTO DE CAPACITACION INMOBILIARIA DEPENDIENTE DE LA CAMARA INMOBILIARIA ARGENTINA (A-1042)	-
F	F0f867df05322afd54b11b9e9	U44	Facultad de Arquitectura Diseño y Urbanismo	-
F	F0f8da29e005398093bd4294d	U43	Facultad de Informática e Ingeniería	-
F	F1028216e7dff0b663b5abf57	U57	Facultad Regional Bahía Blanca	-
F	F103d8c11dcec733f06086257	U698	UNTREF Virtual	-
F	F106540b9cab8863f27dc0484	U57	Facultad Regional del Neuquén	-
F	F107c90593a513bca66ce46db	U38	Facultad de Ciencias Médicas	-
F	F118b4ecae4e59a9676b3cbf1	U57	Facultad Regional Resistencia	-
F	F1194c9bb5f82c5685efb8b6a	U2852	Ciencias Humanas	-
F	F11f132fb223d72bd6a01967b	U33	Centro Universitario Regional Baradero	-
F	F12043be6624459a0b34b0d7b	U42	Facultad Humanidades y Ciencias Sociales - Sede Puerto Madryn	-
F	F12245f85ffa11f3c051ae6f7	U76	Escuela Diocesana de Servicio Social	-
F	F122c6910a57d152f8f32f9dc	U2632	Escuela de Humanidades	-
F	F129bd527cbc42eb00596c07a	U2113	Facultad de Medicina	-
F	F12feab117d16e36b8a65e5e3	U49	Facultad de Artes, Diseño y Ciencias de la Cultura	-
F	F1364a93a14ec9b4d55898da0	U2633	Instituto de Ciencias Polares, Ambiente y Recursos Naturales	-
F	F1392c16b807d6730b79a2b71	U33	Sede Lugano	-
F	F13ba852b73b9dc99e6abd533	U3022	Sede Regional Capilla del Monte - Dr. Bernardo Houssay	-
F	F13e91106180d5d41962d7393	U698	Secretaría Académica	-
F	F13ea8baeec00a04c4c9db75e	U62	Departamento de Sistemas - Sede Mar del Plata	-
F	F1412b2373cc1bde8dba5f35d	U99	Vicerrectorado de Asuntos Académicos	-
F	F141e25507a40ff1c27fba594	U80	Escuela de Lenguas Modernas	-
F	F14472a3512bc23160f2a7efa	U69	Unidad Académica Bernal - Facultad de Arquitectura y Diseño	-
F	F14676034dc2f7161be3592ce	U32	Facultad de Derecho	-
F	F14a49ca38895642de44e9f0a	U2117	Facultad de Ciencias de la Gestión. Sede Uruguay	-
F	F14a99aed7006dd4dcc601daa	U2899	Subsede Académica Guaminí	-
F	F14dd8328e09df113f9873cc0	U57	Facultad Regional Avellaneda	-
F	F154b80402083bc6d3ef870eb	U39	Facultad de Ciencias Económicas	-
F	F1594dda2558fdfc5964a6d16	U924	Departamento de Administración y Formación Empresarial	-
F	F15db84e2c13907884875a2d5	U35	Facultad de Ciencias de la Salud	-
F	F160677b287e8c16b237befdb	U71	Facultad de Ciencias Económicas	-
F	F165f22219779148afdfcc73b	U36	Facultad de Lenguas	-
F	F16865f0f1624f6fcade4dd91	U52	Facultad de Ciencias Naturales	-
F	F168764644837f7eacdc279b1	U53	Facultad de Filosofía, Humanidades y Artes	-
F	F16887cde4be3551fbe5d9214	U94	Facultad de Ciencias Empresariales y Gestión Pública Sede San Rafael	-
F	F16c4af366f498b035a627e47	U33	Facultad de Ciencias Veterinarias	-
F	F16e3409964da83147923bf07	U68	Facultad de Derecho y Ciencias Sociales - Sede San Luis	-
F	F17031982285bcf485e8b3bb6	U33	Centro Universitario Regional Junín	-
F	F179c0a120a881dd7de4f479a	U70	Facultad de Ciencias Agrarias y Veterinarias	-
F	F17c37bbd267d070bd0ab5ab2	U97	Departamento de Derecho	-
F	F17d5afe2cb3e8016164aad63	U48	Facultad de Ciencias Exactas, Químicas y Naturales	-
F	F17ee41322034ec14ade60308	U2479	Unidad Académica General Don Martín Miguel de Güemes	-
F	F189117fcc24d68335eec7e5d	U33	Hospital General de Agudos "Bernardino Rivadavia"	-
F	F18ca6038acfc49cd82010b0b	U69	Facultad de Humanidades	-
F	F18d1b2ddba525069bc259b67	U37	Facultad de Ciencias Médicas - Escuela de Fonoaudiología	-
F	F1904823061edf770f16ee568	U36	Módulo Choele Choel - Facultad de Ciencias del Ambiente y de la Salud	-
F	F193291f9aa3c383c6b3f8ea8	U33	Centro Gallego de Buenos Aires	-
F	F1950a35389ca40d854032eec	U39	Facultad de Ciencias Económicas - Sede Concepción del Uruguay	-
F	F1989289dcea606f056c455b9	U3074	Escuela de Aviación Militar	-
F	F1a0aed5f6bd42e4d39a3eee2	U56	Sede General La Madrid	-
F	F1a3486dc13408fb7f6eb9c1d	U2624	Instituto de Ciencias Sociales y Administración	-
F	F1ab0ebdef3fc6685be88cbed	U37	Facultad de Psicología	-
F	F1abd4cc941114f57d7d274d4	U2117	Facultad de Humanidades, Artes y Ciencias Sociales. Sede Paraná	-
F	F1aed14e2a15fbfaaa2017c37	U2157	Departamento Académico Escuela de Oficiales	-
F	F1b1e6bbee9c1f8aa849eaf84	U3517	Rectorado	-
F	F1bc514e5565cee331bf7f672	U3074	Facultad del Ejército	-
F	F1bd49131888986e49d9c68d2	U53	Facultad de Arquitectura, Urbanismo y Diseño	-
F	F1ca5131a86d637f537f2ecce	U2633	Sede Ushuaia	-
F	F1d2fce7db0713abd7d2a70b5	U71	Facultad de Derecho y Ciencia Política - Reconquista	-
F	F1d30b426e0bb55f56b99ca4b	U65	Sede Pinamar	-
F	F1d3ca73a264d8dcbd0b18997	U2158	Escuela de Tecnología	-
F	F1d500bf029f7c8cd0ca58c49	U101	Facultad de Ciencias Económicas	-
F	F1d7c12d908dda00479c1ccf9	U97	Departamento de Ciencias Sociales	-
F	F1d974fcb9849f321e0b80ce5	U2997	Instituto de Salud Comunitaria	-
F	F1da0e8c8d75c8b632df23f03	U2160	Escuela de Ingeniería	-
F	F1dd11db664e53c22590f9fbd	U33	Escuela de Floricultura y Jardinería "Juan O. Hall"	-
F	F1dfd0a19ebae9f76933ab059	U38	Facultad de Ingeniería	-
F	F1e2c3001daccdc3232d4eb4f	U2157	Departamento Académico Escuela de Suboficiales	-
F	F1e4146a6c93be3a4e8be1652	U33	Centro Universitario Regional Villa Gesell	-
F	F1e5b598cd5008489acaa715b	U3101	Departamento de Artes Musicales y Sonoras	-
F	F1e9ace6fb3d2b9b2a11d4d70	U2853	FACULTAD DE DESARROLLO Y GESTIÓN DE LAS ORGANIZACIONES	-
F	F1ec1e6d74b43fec8607b2ef7	U69	Unidad Académica Bahía Blanca - Facultad de Derecho y Ciencias Políticas	-
F	F1ef841fe037428b1bc8b70c2	U70	Facultad de Arquitectura y Urbanismo	-
F	F1f986bdd0ee825be1ff12167	U43	Facultad de Artes	-
F	F1fd52a45e8e723cd76a95f48	U39	Facultad de Ciencias Agropecuarias	-
F	F1fe079f20807b40d4181b5b5	U76	Instituto superior de arte y diseño de Córdoba	-
F	F20049e94fbfddc148ec9905f	U76	Escuela Superior de Economía y Negocios	-
F	F202bb1db3b851e26e7c99f82	U4301	Ciencias de la Salud	-
F	F2067ab489d7ae9c67087a607	U2302	Unidad Académica Capital Federal - Sede Central	-
F	F2086d29e4ce73d59ad3b8635	U3981	Universidad del Gran Rosario - Sede Santa Fé	-
F	F208b15c011cc3f4a82cdd455	U2117	Facultad de Ciencia y Tecnología. Sede Crespo	-
F	F20d796b66275c8a5b9aa712c	U33	Hospital General de Agudos "D. Velez Sarsfield"	-
F	F20f719742d7582930d14ef94	U33	Hospital Zonal General de Agudos "Magdalena Villega de Martínez"	-
F	F21483e17d576026eb8e58ece	U33	Hospital Zonal General de Agudos "Petrona V. de Cordero"	-
F	F21ffdf3e473d58ee1ac0f356	U2899	Facultad de Ciencias Humanas y de la Salud	-
F	F2221908993bf05e5d4368fdd	U2899	Facultad de Desarrollo Local y Regional	-
F	F222911e808ce9a228564e176	U33	Hospital General de Agudos "Dr. José María Penna"	-
F	F223a4a1ebac828e73a65cf79	U36	Módulo Allen - Facultad de Ciencias del Ambiente y de la Salud	-
F	F22d1cf5241d329d2869ab231	U33	Hospital Materno Infantil "Ramón Sardá"	-
F	F232f022ef7947b1b14d63eaf	U2631	Escuela de Ingeniería y Ciencias Ambientales	-
F	F23343f17b730445d1114c8ee	U64	Departamento de Economía y Negocios	-
F	F233b4f2e2677bfbb131f0670	U33	Facultad de Ciencias Sociales	-
F	F2359b043442adf39f1d1f201	U56	Sede Punta Alta	-
F	F235a0f14ca72943153cde995	U77	Facultad de Psicología	-
F	F23a9b370ade64339f5a08708	U112	Educación a Distancia	-
F	F23c466043cb9e43a5c15a0d1	U923	Departamento de Ingeniería y Ciencias de la Producción	-
F	F23c48bfc0dda10abfe16bc9f	U65	Facultad de Ingeniería y Ciencias Exactas	-
F	F240d9706b90b95f315ac4ae8	U57	Facultad Regional San Francisco	-
F	F241cdcac7222b9fdf0a3ba58	U76	Nine Moreno (Cooperativa de provisión de servicios culturales, educativos y sociales. C.E.R San Hector Valdivieso Saez )	-
F	F242877acf49e4c97cba07e67	U107	Facultad de Derecho y Ciencias Sociales	-
F	F2447ba027fbccae20e888611	U3180	Departamento de Ciencias Ambientales y Aplicadas	-
F	F2477e2f0337fa3c3c0bfe49a	U3074	Centro Regional Universitario Córdoba IUA - Facultad de Ingeniería	-
F	F24dac8a0350761fe4134157a	U2900	Secretaría Académica	-
F	F24f46af24237de32e65048af	U82	Facultad de Farmacia y Bioquímica	-
F	F25cac5b77f5ee44235e7723c	U3153	Departamento de Música	-
F	F2612a6f4c56b92b4595a1637	U56	Sede Salliqueló	-
F	F265b5c49be51339add1c0642	U3981	Universidad del Gran Rosario - Sede Rosario	-
F	F266cf8dc45b568bfadd347d4	U49	Facultad de Ciencias Económicas - Sede Paso de los Libres	-
F	F2799c19554588d4c158853ac	U80	Facultad de Arte y Arquitectura	-
F	F27a1054d72ab39b7c36fcafe	U70	Escuela Universitaria de Trabajo Social	-
F	F280a7b55e198f2ca1d3cc056	U45	Facultad de Ingeniería	-
F	F2820d0638e6d5c7bd886381a	U55	Facultad de Agronomía y Agroindustrias	-
F	F283ae784ef85159378532e48	U740	Facultad de Arquitectura - Rosario	-
F	F28489ef4def3feaf5bcf3396	U86	Departamento de Ciencias Económicas	-
F	F28d7854dff105aacc96718a8	U85	Rectorado	-
F	F293498e27a8b1f8e99f22a5f	U111	Facultad de Actividad Física y Deporte	-
F	F29c7ccc650fbecf03e1d929e	U39	Facultad de Ciencias de la Salud	-
F	F2a1242a8b332cfd8afe48827	U56	Sede Tres Arroyos	-
F	F2a20152219cf4419ce918332	U33	Facultad de Arquitectura Diseño y Urbanismo	-
F	F2a3c1cc6f77272f5523d9558	U67	Facultad de Derecho y Ciencias Sociales	-
F	F2ac816551cfca39ca7d1737c	U58	Facultad de Psicología	-
F	F2b1b71774c0b6de0bbd09056	U104	Sede Venado Tuerto	-
F	F2b1f99d7e766583dddf4df83	U3022	Extensión Áulica Freyre de la Sede Regional Morteros	-
F	F2b31cdd0fceb4d264e97023f	U59	Unidad Académica de Formación de Grado	-
F	F2b961afaaf5cf7e9c00442fb	U37	Facultad de Ciencias Médicas - Escuela de Nutrición	-
F	F2bdb7a9881210baa2291baf3	U85	Facultad de Humanidades	-
F	F2c960ec4b7afbc02bc6c5331	U48	Facultad de Arte y Diseño	-
F	F2cf398dd4ccb5ab21b7de03c	U37	Facultad de Derecho	-
F	F2d1bbf74915de52a4f6aa2fd	U43	Facultad de Ciencias Exactas	-
F	F2d37b2365b03dd88260b878c	U2117	Facultad de Ciencias de la Vida y la Salud	-
F	F2d573bfb7779c02d1eebf41f	U98	Facultad de Humanidades, Ciencias Sociales y Empresariales	-
F	F2d58686f30ba0a286f3c41d7	U33	Hospital General de Agudos "Donación Francisco Santojanni"	-
F	F2d6562683ae2d7cec0f2f3e4	U2160	Escuela de Ciencias Humanas y de la Salud	-
F	F2d66c9e20c909fedcbd2eec0	U3153	Departamento de Artes Visuales	-
F	F2e711c1a1bcbebd685d38d0a	U38	Instituto Universitario de Seguridad Pública - Sede Central	-
F	F2e7ee86def0957fe93c2a09b	U38	Instituto Universitario de Seguridad Pública - Delegación Junín	-
F	F2ea5db7db9f5965dcc013a78	U37	Facultad de Odontología	-
F	F2ee9dbe5b0b4769759cdf4df	U42	Facultad de Ciencias Naturales y Ciencias de la Salud - Sede Trelew	-
F	F2eea0d019e9bf6dc2ea5d086	U3124	Secretaría Académica	-
F	F2eff1bee67fef8336dffb56e	U40	Facultad de Ingeniería	-
F	F2f6dc8d03003e6798c46e92d	U58	Facultad de Ciencias Naturales e Instituto Miguel Lillo	-
F	F2f7c94bb1d9b6ab65eac341c	U95	UCES Tucumán	-
F	F2fd782c3104374213f0bda7e	U107	ANEXO DOLORES	-
F	F2ff43fb7ad0f7efab0c8069f	U33	Instituto de Oncología "Ángel H. Roffo"	-
F	F30082e166c59570495389d2e	U33	Centro Universitario Regional De La Costa	-
F	F300ec176116e3b03e45c5f05	U57	Facultad Regional Tucumán	-
F	F3055475a8469c230701c8e4f	U33	Hospital Español	-
F	F309331abc456964b043895b3	U95	UCES Río Grande	-
F	F30c2d22d247e202da5a6f28a	U68	Facultad de Derecho y Ciencias Sociales	-
F	F30ff6c2cd7b0d6bc2bf7f4e8	U3575	Extensión Áulica Esquel	-
F	F3130ca68f9c8fc6c337647ca	U39	Facultad de Ciencias de la Educación	-
F	F31466de3ac40c69a164cdf80	U33	Escuela de Salud Pública	-
F	F315e8e6f0699ae501efa69e1	U38	Facultad de Ciencias Agrarias	-
F	F3185e4a8d40f8954ebf55396	U62	Departamento de Innovación Educativa - Sede Mar del Plata	-
F	F31beb75106a0c930a2c4c052	U33	Hospital General de Agudos "Parmenio Piñero"	-
F	F31f03942e2f9ec51c77ab541	U97	Departamento de Ingeniería	-
F	F32f75714c3bd0f2b26368a47	U49	Facultad de Odontología - Extensión Áulica Bella Vista	-
F	F33d8589875bc428898104e23	U33	Delegación Daireaux	-
F	F3401f700aedd8b993543ab43	U111	Facultad de Administración	-
F	F3452800b649312d385b83491	U57	Facultad Regional Haedo	-
F	F34538bfa70e9b0811839889e	U74	Facultad de Ciencias Médicas	-
F	F349e5f510583b5bc29ee735e	U42	Facultad de Ciencias Económicas	-
F	F34f45910d53b5d7351501cd8	U101	Facultad de Ciencias Médicas	-
F	F357308a79fe4adb45352d09c	U3153	Departamento de Artes Audiovisuales	-
F	F360cc1982bb1dea5245613d9	U77	Facultad de Ciencias Sociales y Administrativas	-
F	F3633a45fddcd3c4077bb9462	U76	ISCET (Instituto superior de ciencias económicas y tecnologías)	-
F	F36410dd4707b0fad231ec364	U49	Facultad de Humanidades - Extensión Áulica Clorinda	-
F	F36b3f1c81ae5937e7f08dcce	U111	Facultad de Ciencias Organizacionales y de la Empresa	-
F	F36ecb0c96d8fd18bea845796	U2899	Subsede Académica Monte Hermoso	-
F	F3722afb475c72bf3470491fb	U58	Instituto Universitario Multidisciplinario de Aguilares (Artes)	-
F	F3734f7ebd57ade87c0b53dff	U33	Hospital De Infecciosas "Francisco Javier Muñiz"	-
F	F3740ca05b210e8cc29807d8b	U33	Sede Las Heras	-
F	F3758b5d99faf8c655a314794	U74	Facultad de Ciencias Agrarias	-
F	F3787ca87481a4fe33edd8927	U3074	Centro Regional Universitario Córdoba IUA - Facultad de Ciencias de la Administración	-
F	F379d1f6a9a12d48fdeb5645d	U95	Facultad de Agronomía y Veterinaria	-
F	F37be6f6e0a0401fcc04da4e1	U925	Universidad ISALUD - Área Académica	-
F	F381ad9353ed5363e904dff8e	U71	Facultad de Arquitectura - Rosario	-
F	F383104eaf4ac0e6e4c049101	U37	Facultad de Ciencias de la Comunicación	-
F	F383f25c5969106099e252f1d	U101	Facultad de Ciencias Jurídicas y Sociales	-
F	F38402eb26f52948baab7e460	U3074	Facultad de la Defensa Nacional EDENA	-
F	F386598f196263ada4af5665a	U58	Facultad de Derecho y Ciencias Sociales Convenio Monteros	-
F	F387ca427a2124e1b83b49ed8	U41	Facultad de Ciencias Veterinarias	-
